	ERR475468	ERR475469	ERR475470	ERR475471	ERR475473	ERR475474	ERR475476	ERR475477	ERR475478	ERR475480	ERR475481	ERR475482	ERR475483	ERR475484	ERR475485	ERR475486	ERR475487	ERR475488	ERR475491	ERR475492	ERR475493	ERR475494	ERR475495	ERR475497	ERR475499	ERR475500	ERR475501	ERR475503	ERR475504	ERR475508	ERR475509	ERR475512	ERR475513	ERR475514	ERR475515	ERR475516	ERR475517	ERR475519	ERR475520	ERR475521	ERR475522	ERR475523	ERR475524	ERR475525	ERR475526	ERR475527	ERR475529	ERR475531	ERR475532	ERR475533	ERR475534	ERR475539	ERR475540	ERR475541	ERR475545	ERR475547	ERR475548	ERR475549	ERR475550	ERR475553	ERR475555	ERR475557	ERR475560	ERR475562	ERR475563	ERR475564	ERR475565	ERR475566	ERR475567	ERR475568	ERR475569	ERR475570	ERR475571	ERR475572	ERR475573	ERR475574	ERR475575	ERR475576	ERR475577	ERR475578	ERR475579	ERR475580	ERR475581	ERR475582	ERR475585	ERR475586	ERR475588	ERR475589	ERR475591	ERR475592	ERR475594
K00042	20624.4	15226.3	12107.41	8040	15405	13995	26866.7	13521.5	40749.43	6075.9	10427.4	9369.5	10223.6	16375.35	5059.5	2102.9	8636	14517	4843.2	9924.5	48190	14249	19718.1	165532.3	51879.45	24998.15	229113.75	100489.52	93130.4	59396	59790.8	44905	53146.4	25628.98	34266.65	48913	71311.52	60522.5	29642	116511.92	22369.83	12456.9	33004.8	24562.69	64327.9	40274	57224.82	56106.75	19536.02	34928	27353.4	15259.8	16848.4	27671.5	27321.25	15685.4	32684	105650.8	54328.15	25091.6	28384.76	17834.3	23451.5	54413.7	38448.62	55064.5	45965.55	45687	26027.5	15423.7	33182.7	70352.5	78101.2	34649.05	42322.5	36115.93	29936.5	25454.6	66549.7	37934	36266.7	21039.65	33243.3	53573.5	56140.31	53909.5	30820.15	27823.18	50564	52623.7	91020.2
K00045	780	830	806	697	2657	349	2148	1347	3024	3058	1442	6599	1182	273	489	75	139	3172	981	2573	894	3860	1233	4825	22933	4035	14543	15170	682	2660	4734	784	9355	94	7367	5873	10078	20183	3683	13090	1052.33	3246	431	795	582	597	372	800	800	244	610	1213	2125	1785	1621	1372	1686	81	400	562	471	96	1526	1995	766	37684	345	652	131	1187	1194	252	182	1956	920	1040	1492	1553	2247	2276	3743	511	2941	9301	12586	4623	2916	17717.33	16161	7787	19486
K00046	50209.82	45667.89	28533.96	39367.76	22219.47	31758.2	65515.52	38749.5	56507.08	13769.2	17282.12	18984.2	22124.45	37902.53	17544.7	12632.4	14109.75	18992.65	22253.7	13418.53	65197.17	18903.85	22677.9	142394.45	122071	272880.66	687730.88	165425.94	165015.05	134843	100876.53	55369.63	183186.53	64643.05	79202.4	56466.52	24527.68	119928.6	104101.79	115228.15	132437.68	101804.4	70427.55	81359.1	47750.35	92254.14	27947.9	38252.95	47935.43	67131.8	84613.12	48463.25	80152.35	86993.38	60307.55	57139.69	55828.32	56259.15	106226.72	77384.9	58469.15	54370.52	47198	59280.05	60242.72	17604	46272.8	73343.78	157478.75	51772.23	92188.45	99456.47	57126.95	33958.6	55792.42	193109.6	43583.7	101040.15	78545.7	43097.56	64704.65	31927.84	59838.33	61629.9	79294.64	86385	53389.83	31633.85	81502.32	143890.4	110721.53
K00048	55702.15	42151.85	24310.01	37991.5	30743.5	41459.25	68401.55	43242.25	76653.53	14245.2	19693.1	21589.12	36749.6	26869.6	12831.45	26926.65	20581.75	26471.95	29421.7	23128.2	114248.67	22735.95	35886.65	322718.55	63648.43	19633.6	248699.25	200725.52	246868.5	168736	85317.75	110737.5	182801.4	51571.16	107212.9	94902	91163.77	137049.7	109876.8	167397.52	48218.08	122479.15	114750.38	96146.49	89743.35	88063.6	53736.32	89647.75	44209.07	60147.15	79270.67	64868.8	66001.9	95370.55	50743.75	47548.6	65421.5	158438.65	123434.42	114994.4	88692.51	51315.45	73400.25	87849.7	93168.65	38750.25	102110.3	102012.4	143697	31698.87	95896.05	144512.5	126069.7	68244.77	68979.42	233133.23	72140.4	78768.88	77532.77	57197.17	70944.22	35418.05	49165.05	80129.1	88027.61	77658.25	51298.8	29697.35	119536.5	150804.78	50073.03
K00050	7686.74	3584.54	4190.06	5111.66	12877.34	6248.66	14669	5944	25472.84	3671.2	6080.4	7470.8	2568	5793	1677.34	121	1473	10082	2499	7835	36007.34	7302	15232.8	126339	31625.4	6583.32	19340	63737.34	31384.34	47178	23884.5	16005	34020	12632.2	17287	31611	12237.66	26259.5	18245.72	113404	12600.66	3557	12567	12064	29754.6	17999.34	9416	28156	8640.2	7721	13355.2	5463	6896.66	11917.16	16854	10059.34	19599	21869	4519.4	4660.8	12398	5931.94	13855	33282	16855.34	38172	39633	20151	905	3904	13801.94	49249	8410	6706.2	23864	7848.2	3738	8456.3	17157.6	13668.66	15955	7213.54	15851	41020.66	47089.34	10938	4276.6	18840	40534.34	17957	24665.66
K00052	115908.93	75815.96	63757.58	64264.18	57857.8	65161.37	99468.78	68601.09	169417.55	59171.53	65206.29	69017.66	62228.7	44401.61	50575.22	30844.71	41670.17	53878.7	44944.87	43011.27	159778.6	52760.44	70787.15	417241.15	376542	390634.46	360758.89	387305.56	398248.03	451302.82	306726.44	172581.55	345054.43	133018.13	197261.18	181518.86	162564.23	290934.97	154418.29	326394.35	88369.93	180387.48	171161.01	166885.52	172383.26	165376.94	65747.5	127098.28	93135.1	114218.05	175268.91	80062.58	128372.1	146731.24	125074.47	111574.19	129989.24	207317.23	175993.17	147675.23	126996.6	139107.07	156539.73	130031.5	157790.78	184643.05	146596.05	178731.28	164083.25	87329.74	160498.36	249711.8	179480.27	128180.85	134187.11	322224.54	161591.95	133977.76	171997.54	124269.58	115122.77	69955.76	114438.83	225355.99	203825.4	131219.58	136318.14	167357.86	209592.01	227133.79	125514.28
K00053	116195.43	75633.46	63632.08	63735.18	57351.8	65601.37	107466.78	68876.09	169314.55	59115.53	65258.29	68896.83	62181.7	59568.61	54800.22	31584.71	42008.67	53560.7	45433.87	42913.27	158588.6	52263.44	69614.15	419377.15	375860.5	390570.46	360288.89	385626.56	400023.03	448322.82	310435.44	171462.05	344309.43	135682.46	198890.18	182681.36	161434.23	296902.97	154399.79	331821.35	179459.26	182094.48	169611.34	165262.52	171521.76	172569.44	65964.5	126219.28	92959.1	117870.05	175615.08	90586.58	124789.6	142382.24	128351.97	111076.19	129065.24	211581.23	175968.84	148337.23	128483.6	137989.57	156779.23	130962	157579.78	185482.55	144556.05	179218.28	164062.75	87497.91	160472.36	250919.8	183314.27	129998.52	135315.78	342482.04	162000.45	133334.26	169138.04	124464.75	111734.94	74940.76	125194.33	225135.99	204160.4	131224.58	136229.14	162680.86	214745.01	227959.79	124633.28
K00054	2781.2	1387.4	928	99	39	5112	657	1055.17	2622.5	1383.5	40	7200	1586.25	1148	10637.6	223.4	399	455	144	48	584.33	891.75	433.5	4818.7	566.27	497	618	2083.03	9639.98	8432.5	551	1757.75	218	1611	4141.58	345.83	22186.17	14080.75	1174.5	3677.67	72	40841.33	7111.3	4587	3936	5458.27	2622.5	819	94	2580	14867.7	853	703	306.13	1360.67	117	147.83	6095.5	4545.45	2407.17	4241.33	2468.88	662.8	11422.53	8793.13	2198.5	1456	2789	421	1074.08	598.33	261.25	4876.4	4885.75	2571.75	31091.72	50757	510	182.25	269	1093	1417	1031	202	3963	1970	53403.25	4244	849.67	439.93	1966
K00055	53.5	24.5	0	0	0	251	168	12	43	1265.5	38	109.5	0	0	43	0	8.5	0	0	0	0	13	82.5	18	211	66	590	187.5	1121	248.5	254.5	126	209	54	51	63	0	294	38	381	0	0	723	11	0	6.5	421	0	77	40	6659.5	61	256.5	36	51	28	82.5	62	152	0	2743	277.5	33.5	162	55	0	161	23	1275.5	18	14	35	0	92	15	95.5	257	1146.5	65.5	165.5	13	918	13	55	125	1141	1216	104	131	35	237
K00057	119244.25	77779.41	64731.93	64605.18	61039.05	71743.37	112008.19	69523.26	177884.53	66614.73	66812.27	73194.63	68635.95	62151.96	56145.39	34816.96	43763.92	57471.95	45346.29	45697.02	164843.34	55786.44	71824.37	420708.56	393597.07	391828.81	360508.89	394844.42	399767.44	477574.4	319639.69	182261.05	347625.84	142959.66	203991.56	183908.44	166435.61	339221.22	156152.69	341609.27	182593.68	184049.22	179472.76	173824.21	180511.1	191584.02	67971.95	130110.61	93699.42	123805.8	185494.53	92572	127456.27	155130.4	126365.56	116783.11	136344.15	225291.65	183741.47	161480.29	134005.63	144162.26	171789.23	130736.16	164127.29	189037.8	147720.13	185030.28	178913.25	90546.57	167033.29	269159.3	189195.6	133025.3	141566.36	344377.97	165794.12	140085.56	177631.98	125483.41	123931.44	76903.46	137943.33	234049.32	215852.38	134134.33	180902.74	165054.36	214556.19	230676.87	126027.28
K00058	154189.78	113169.01	99074.13	87396.35	84452.88	108373.77	150709.53	97810.77	248767.8	92439.33	84039.31	98474.19	90392.7	83183.96	85844.39	49224.96	54589.09	77137.62	63668.96	64057.02	239989.34	73502.86	104586.6	600691.23	567854.5	444016.26	774946.22	543182.25	567314.45	661157.23	521935.39	243913.3	495634.76	208744.06	269733.68	277097.77	233411.11	418862.96	216335.89	529811.94	225938.35	239365.22	246945.59	244586.01	246719.37	272484.19	84499.87	192674.28	133132.02	177594.8	267434.26	107908	195226.57	222894.4	186174.23	164675.61	190068.15	331743.31	253907.92	215921.19	187504.63	194252.31	232909.56	203189.49	247845.62	240345.8	212288.96	256624.61	246493.75	139399.15	241718.96	415325.05	251974.77	174601.65	213768.78	539040.95	203350.52	203727.46	258391.36	166855.98	157112.27	108722.23	195690.83	354685.49	311493.38	218112.83	229379.29	241255.86	318066.36	295882.7	219786.45
K00059	331449.91	201921.23	161598.65	168247.61	174100.1	191117.38	305435.57	195820.93	479290.69	159185.46	190055.21	232107.97	203552.25	150753.27	122429.31	92641	116847.34	171216.49	109915.78	136598.76	464904.6	165480.93	200577.14	1175169.06	942168.36	2357176.97	1357439.23	1123051.43	1122809.24	1175165.47	700661.46	497864.1	983286.72	319250.95	604503.07	536171.38	532079.92	944108.66	440347.38	926510.03	433411.02	527277.1	468873.94	486020.66	474880.46	496123.18	162543.89	378193.39	242967.46	352485.45	471471.74	219006.3	292665.87	444214.96	321306.03	282259.17	369948.05	642059.08	536889.5	476164.3	392594.68	359097.16	450639.53	373459.91	458683.78	690263.95	426192.98	509299.66	400084.5	238791.34	445100.2	693199.1	564937.42	386025.08	385911.5	1011165.87	449300.38	366856.09	458572.54	313557.57	333295.86	205014.56	354085.21	590168.75	607484.01	410771.41	457520.56	494040.42	667000.56	643597.78	476439.85
K00060	4221.25	2324.17	2966.85	820	1004.5	2415.4	3057.42	3023.75	5091.43	855.83	1477.5	2315.42	1913	3613.08	1544.25	1094.58	2676.25	1522.17	1039	967.08	3231.17	1548.67	1713.75	11039.75	13731.48	28474.45	71537.75	17589	25522.43	4606.33	22220.95	12658.67	7685.67	4844.88	7920.58	5099.67	14773.08	19484.75	5421	3928.67	3591.75	2708.25	19634.33	3008.47	16466.05	9147.25	19289.5	9722	2405.67	13243.5	8134.97	3901	4571.38	9975.42	7111.92	1139.5	4904.17	8371.5	10911	8721	12233.75	10282.75	5674.33	8256.75	7484.25	3440.25	3289.42	6411.67	11214	3439.42	3641.78	10908.08	13693.25	11929.25	5516.25	15536.17	11302.32	22069.58	19900.5	17066.98	6708.75	7442.67	6725.75	7396.5	3632.5	18443.08	51249.33	12696.41	7851.17	9793.25	27932
K00064	0	48	0	17	0	0	0	4	24	14	9	27	9	0	0	0	0	17	0	9	24	0	5	23	2	14	28	38	6	2	0	6	18	0	72	13	154	34	20	45	1.33	28	0	0	0	39	31	55	21	6	0	22	69	55	72	0	76	0	0	9	10	0	2	28	0	428	6	0	0	0	8	0	0	15	0	6	0	10	0	16	0	0	0	0	68	6	0	4.33	0	6	11
K00065	2293.25	910.5	2206.16	668	3453.5	3563.4	4494.75	2405.25	3414.36	1365.5	421.5	213.25	524.25	2618.6	1559.25	965.25	312.25	1817.5	5578	306.75	2806.5	2295.75	1121.25	14168.75	6248.9	15268.3	331540	8465.37	11084.35	6127.5	35421.95	665.75	7262	1511.63	2053.5	6042	933.87	5161.5	5929.5	6115.92	2017.75	1153.25	12273	2859.49	13325.05	8149.25	18147.62	2893.75	2960.62	3140.5	8767.8	3520	8881.05	6840.75	1608	418.5	2072	880	1483.4	418	2694.21	4109.1	2234	4895.75	2131.1	617.25	1741	921	19905	878.5	2612.45	1510	1407.75	489.75	4523	10192.73	934.65	19458.25	19297.5	12564.65	1301.75	4077.25	2617.75	10795	2035.81	24382.75	28708.5	6349.5	5641.5	4467.25	62199
K00066	12.4	3	49.6	0	313	11.6	214.6	7	10.6	7	27.6	2	0	0	3.2	0	0	89.2	0	43.2	0	39.2	136.6	0	29.4	0	0	0	0	0	19	42	228	0	0	0	0	53	116.2	310.4	0	4	0	0	521	58.4	5.4	0	0	355.4	0	0	336.2	5	0	210.2	2	43.6	22	5.6	18	0	88	7	188.2	57	0	80.4	0	6	6	0	0	0	0	0	0	0	0	21.6	93.8	208.6	0	4.6	20	0	4	6	15	0	70
K00067	115991.18	68138.24	49567.24	61679.73	69114.63	76716.89	140404.49	79562.18	161426.37	50772.03	64543.58	76004.87	69563.7	60663.09	44128.52	33936.13	39193.59	62953.16	45885.29	50930.9	196449.6	54964.11	82836.15	554741.73	319416.91	370342.01	560226.59	436796.89	416240.67	408179.83	242326.02	178991.93	384873.24	132520.68	203870.68	202241.31	175412.55	342746.76	213479.17	403276.05	182367.94	217680.57	212102.35	172539.51	172987.98	187483.93	53995.12	158547.86	89538.35	116535.05	158684.16	86116.5	120969.44	180057.74	134016.97	111860.15	141302.03	256393.81	182387.6	170410.23	144092.61	122613.92	150503.38	183289.25	176789.88	188925	205611.38	190489.99	238211.5	80919.62	158423.89	263055.67	209072.69	133871.01	154382.88	368120.65	163500.1	163803.93	135940.12	111902.76	152756.45	71621.63	138296.96	232573.22	236644.27	156628.08	143263.54	161993.59	255628.24	222002.57	148433.12
K00068	3311.95	4369.4	545.25	236	497.5	10154	7943.75	1325.75	6922.43	11528	1366.5	3871.75	14433	2548.75	2968.85	12549.65	2106.75	602.5	5860	3009.75	10128.5	1354	760.75	22500.95	3223.6	9109.25	4106	11081.7	11367.9	31969	12663.25	12689	3166	6026.75	14071.2	6352	5824.75	26552.75	1967	4127	2775.75	3766.25	18247.8	2759	14488.25	7000.35	18011.5	4545.75	794	2472.5	9908.7	3561	463.75	7633.55	1333	1422.5	5409.5	48947.5	15975.2	28044	18638.75	2909.3	22119.3	770.45	13668.05	10763.25	5637	8492	28635.5	2915.75	4046.25	38625.75	23164.15	7902	2993.25	87933.6	3692.25	117.75	17293	10353.75	382.75	5352.25	3067.75	6607.5	666.5	5899.75	15771.75	3040.5	20097.5	1370.85	9527
K00073	1195.75	87	521.25	111	326.5	547	919.75	1693.25	771.5	187	17.5	2110.75	67	3466.75	548.75	711.25	149.75	15.5	244	55.75	58.5	0	55.75	143.75	1287.5	6806.25	67185	2117.5	1629.5	1507	14272.25	201	610	1230.25	157	391	594.5	11461.5	584	537.5	36.75	959.25	11429	2113	11552.5	11103.75	21809.5	732	217	2049.5	192.5	828	1360.75	958.75	2012	145.5	24.5	178.5	284	1604	329.75	180.5	586.5	828.75	1878.25	543.25	377	0	3155.5	24.75	666.25	45.75	3547.75	182	2720.25	5198	1028.25	2939	32666	10082.75	1331.75	4134.25	765.75	3497.92	161.25	10109.75	56413	904.5	1696.5	226.25	19552
K00074	62036.68	42553.43	41999.13	35421.67	23573.33	28159.24	33826.92	38438.59	106970.27	24068.7	22062.07	36969.95	22292.5	23443.6	19813.52	8202.65	18242.92	33501.67	9541.67	21296.08	67993.84	31674.67	27618.05	120730.45	341571.23	602057.85	118910.86	158036.33	173638.33	233441.5	188655.03	65799.5	165338.88	55462.5	112221.08	86469	64530.06	159699.7	40397.4	134578.45	47831.25	85951.58	52263.8	89132.49	83480.4	86917.05	41078.22	47041.33	46837.32	55758.5	89358.7	19240.5	30838.72	66084.02	48211.5	49602.92	59092.33	58792.33	88165.08	50952.96	57202.61	75456.25	91125	24839.45	58135.57	151371.85	35699.83	63307.33	34866.5	64469.92	84794.38	122754.75	53735.32	42902.03	54008.62	117107.45	41376.31	47298.8	115116.19	64925.02	65156.35	27557.95	53142.75	136221.62	103760.94	64148.75	29910.9	99980.86	110671.7	80039.11	90369.5
K00075	118401.02	76449.54	64360.9	65772.18	61156.05	68110.37	109419.85	69989.92	171836.12	60750.7	66525.7	71612.16	62541.45	62060.63	56872.06	31004.63	40646.92	58752.28	48006.96	44437.69	162483.67	54734.77	71355.57	418902.89	332488.34	357911.31	361629.89	389235.42	398587.28	446039.4	305482.86	179613.38	348659.33	143246.13	196522.73	183351.44	169447.28	331862.39	155842.29	345376.92	182630.68	184371.89	170829.26	175786.54	178905	190985.35	67880.28	131573.61	92984.55	124116.8	179885.66	90954.67	130326.61	152523.4	125150.22	115723.61	131645.65	208797.15	180321.74	149196.82	131642.63	127383.83	162247.73	136184.83	158523.96	186466.8	147340.29	179757.61	165759.25	90743.24	162902.36	252989.97	183849.43	131558.77	140190.36	335202.43	166833.12	126771.76	171305.72	118792.41	127482.44	74607.09	140639.33	215588.82	216512.88	134570.5	152402.81	153683.03	209911.69	237254.54	125782.78
K00076	6944.85	4415.4	2095.16	1325	3553.5	8016.4	9396.95	3063.25	6525.5	6175.5	3418.1	11941.65	11699.6	4607.6	2017.75	9151.65	5284.75	4429.5	4514.2	5966.75	9298.5	5471	3837.75	27375.55	34082.55	13400.1	25345.75	40976.52	46542.5	17949.5	23427.25	22197	23737.4	5772.13	23864.65	22506	34799.52	42724.5	17195.2	17822.42	5508.75	24483.65	30541.8	4926.99	15701.5	8871.75	18402.32	16903.25	1888.62	7741.5	6068.3	10327.8	5132.95	13731.75	5354.25	3677.9	6124.5	42928.3	21254.35	29829	22809.01	4567.1	12239.5	13514.95	17020.37	42275.25	13470.55	11767	16368.5	5708.95	9106.45	14845.75	31047.45	18014.65	10111.25	47318.03	20774.65	4577	8322	12875.15	15727.95	10332	10028.55	18206.75	20122.56	25557.75	17046.45	19554.35	37092.5	27906.45	33656.2
K00077	64187.33	48308.31	42644.29	41069.63	21917.5	49115.54	62724.31	49191.25	83235.21	25266.03	22257.12	28174.92	38088.25	29015.31	33147.43	28891.31	29668.25	21978.62	32436.5	20445.41	74122.67	23022.62	26498.4	211567.03	193779.13	583691.3	463110.64	194673.94	263245.88	234838.32	196349.66	112298.05	209636.2	63908.91	120397.03	99731.96	100335.42	181613.84	112546.23	129336.74	54895.92	164322.41	125204.8	89298.66	83602.89	112678.79	47335.52	72669	54195.12	74606.9	120430.49	48782.75	91460.45	100895.14	67549.92	50848.82	62323.62	154148.85	123740.87	121214.23	89445.16	86459	77530.73	76697.7	91094.02	42645.55	74519.17	100708.45	163355.25	45898.55	97305.63	133965.95	130663.4	79648.7	65460.97	285758.5	126538.15	111938.88	100356.02	68411.31	69188.7	42916.59	53187.13	106548.2	80940.8	120361.58	166073.54	48512.85	105638.94	164456.98	82195.5
K00078	0	0	0	0	0	0	152	0	0	10	0	0	0	0	0	94	0	0	50	0	0	0	0	0	0	0	122	0	397	0	14	0	0	0	11	0	71	0	0	0	0	50	563	0	0	0	0	0	0	0	0	0	45	0	57	0	0	0	43	0	0	43	0	159	70	0	67	0	175	0	0	0	519	0	0	4345	0	255	0	0	0	0	0	0	0	124	1165	24	0	0	636
K00082	121	805	122.5	232.5	0	0	25.17	54	88.5	0	49.5	0	11.5	0	188	0	5.5	44	115	105	36	1	112	0	961.5	53	0	4162.5	7947	419.5	2405.5	0	3540.5	0	356.5	10.5	25	272.17	0	1036.5	45	0	531	16	419.5	217	0	0	162	0	69.5	393.5	1346.5	1112.5	118	805	690.5	45	46	0	10.5	933.5	85	639	135	0	226.5	248	0	44	63.5	0	0	0	1239	35	49	2085	37	1948	124	108	5.5	636	547.5	188.5	31	2003.5	90.5	153	47.5
K00086	55	2866	1485.31	29	0	0	60	71	352	1245.5	168	106	0	105.85	12	0	278	83	0	510	898	155	94.5	19	629.5	602.65	0	218.62	8080	6472.5	9733	10	1840	22.08	815	630	2.62	95	0	631.92	12	2	6	1119.69	195	689	484.62	11	472.62	0	1300.5	0	2188	111	0	1722	241.5	0	149.15	133	5.46	1.85	1720	6	874.85	0	14	821	39	74	1011	0	11	314	97	289.03	33	288.2	0	2886	0	974	29	726	92.31	318	0	4002	23	80	0
K00087	10970.85	12123.9	13333.05	5986	2171.5	11232.2	11259.95	4978.25	14802.5	1366	3274.1	3412.65	8822.6	6200.75	4025.75	8976.65	3882.25	2396.5	3448.2	5125.75	7077.5	2742	3399.75	13141.55	71975.1	16813.65	219302	30514.4	50382.7	41901	59746.15	15665	33192.4	6895.65	15865.4	24636	21815.9	23881.5	13160.2	26188.5	6648.75	19582.65	31244.8	5883.4	18890.1	18682.75	15924.2	13309	11092	13735.5	17795.4	12794.8	16762.05	13118.75	15552	12945.9	10137.5	41731.3	21854.2	21170	13079.55	7276	11359	15840.95	19292.85	4110.25	12468.8	14554	36548	19035.95	13158.85	37018.75	26588.95	8163.4	12512.25	66450.5	13906.45	28681.5	16610.5	24530.45	7022.95	9455.25	7997.55	23595.25	15682.25	41559.25	15127.2	11199.1	24916.5	12082.45	53155.2
K00088	120318.35	76548.38	65112.23	65093.43	61419.55	68147.37	109568.19	70160.59	180861.96	67217.53	66726.37	71999.17	62543.7	62157.96	56054.89	35180.96	47705.92	57424.37	46204.29	44599.35	162110.01	55736.44	71938.57	423796.31	450211	409638.81	364707.47	395548.92	408768.61	506542.23	337996.69	187902.05	348705.09	148556.79	201800.06	185760.28	164616.94	342081.39	156290.54	342696.6	182420.92	184591.22	183474.84	176859.21	180155.83	194842.52	67459.95	129978.36	94606.72	126473.3	188367	91539.33	131513.27	152749.07	129992.39	116821.61	135553.32	210507.15	179609.74	151342.82	131467.3	152451.58	167371.23	131229.83	159326.13	186542.3	147483.63	182976.78	166298	91065.91	167340.19	254139.3	185119.6	134855.27	142553.03	334109.44	168957.12	138606.51	182441.38	129236.08	123419.36	76686.18	137568.33	254665.74	216958.38	136234.83	183617.64	170826.19	220627.19	232299.62	132596.28
K00090	1838.75	859	1289.45	851	2816.5	349.67	2161.75	3093.75	3758.23	3058	1459.5	6612.95	1217	2584.75	874.25	713.25	288.75	3194.5	1080	2628.75	912.5	3862.5	1267.75	4820.75	24291.5	12804.25	18583.93	15783.67	949.5	2702	17169.25	784	9404.4	323.75	7409	6857.5	10103.22	22213.75	3754.5	13580	1059.25	3828.58	6233	1070	10279.25	7582.75	18250.5	1350.75	899	1381.5	618.5	1400	2438.75	2289.75	1621	1387.5	1699.83	115.5	407	951.83	483.95	166.5	1724.1	2014.75	1386.25	37859.55	357	652	184.5	1203.75	1743.25	283.75	314.75	1961	2450.85	1118	1826.08	1657.75	19023.17	12279.35	3903.15	3673.25	3722.75	12219.6	12763.37	10324.75	15809.15	17971.1	16465.1	7941.05	28381
K00091	323.2	342.9	428.2	137	45	189.34	274.67	73	906.6	624	184	141.9	135	64	111.6	122.4	41.5	25	67	40	330	104	39	156.2	1439.1	342	1986.86	750.04	2261.4	1803	1383.5	7	1174.8	236	587.2	490.5	279.94	3393.67	317	980	74	60.66	1539.8	166	511	288.1	103	68	428	1696	694.2	305	450.5	56.8	886	201	97.66	143	171.2	167.66	240.4	680.3	751.5	947.2	305.8	63.6	133	334	823.5	145	128	345	1020.4	455	640.2	5891.1	389.66	2014.5	1671.84	760.7	468.8	148	178	1627.2	152.74	3281	2289.8	663.2	1471.2	219.2	5018
K00094	1046.75	0	478.25	17	157.5	0	12.75	96.25	219.93	6	17.5	5.75	5	2311.75	823.75	638.25	149.75	7.5	4945	55.75	6.5	0	34.75	5.75	1232	8768.25	3932	550.5	259.5	36	12438.25	0	5	27.25	2	949	29.5	1903.5	64	1850.5	181.75	558.25	5805	36	9696.5	3022.75	17877.5	545	99	778.5	8.5	177	274.75	302.75	0	15.5	10.5	34.5	7	0	3.75	64.5	98.5	5.75	619.25	62.25	12	0	53.5	16.75	509.25	12.75	132.75	0	1486.25	76	306.25	56	16607	9977.75	134.75	3097.25	134.75	5286.25	49.25	5692.75	11125	232.5	302.5	123.25	8895
K00096	12172.5	8971.8	3094.7	4580.5	2601	21819.6	21739.1	5525	20772.1	19313.8	3219.7	10924.2	26264.5	3569	3275.2	16080	10881.5	2657.2	2770	9579.2	28399	5198.2	6917.8	68687	66751	18262	2534	50203	98783	89768.5	24687.5	54419.5	34088.5	12135.8	43387.5	26967	43599	56867	12134.8	7039.9	11064	21707	43548	16430	18551.4	16188.4	5476.4	22606	4702.8	13558.4	19091.8	14982.5	7126.7	24555.5	4705	7666.2	14134.5	108439.6	39879.6	58647.8	38711.5	17725.9	44819	12176	35012.2	19464	26158.5	27919.4	57025	5239	16806.9	66966	63843	34016.8	10289	209483.8	24458	6458.2	13223.4	6315.6	2119.8	12375.4	10205.5	32657.6	9581.5	15478.5	39770.4	9416	57710	20837	5703.5
K00097	27303.86	20866.02	17906.35	25965.85	21402.63	16913.14	55422.08	27027.59	31656.38	12341.73	15756.59	26652.22	6326.35	28448.61	16200.45	1138.91	3592.17	20143.49	28564.67	18204.94	22314.59	19708.69	15497.95	81644.15	149323.09	66725.5	479114.31	145732.21	94636.21	69760.49	109510.69	16468.3	154401.53	34392.03	35878.33	35765.19	39626	114944.22	90822.33	114802.35	108548.94	58827.25	61499.08	25743.22	37277.53	68169.17	32959.8	26222.53	32662.8	41018.05	28802.44	38402.95	78157.07	59851.11	51150.72	53454.87	32039.24	8203.43	12591.25	9588.03	10513.8	45111.7	17953.93	47831.1	16925.04	135734.05	34424.5	23246.78	120404.25	26957.62	56945.76	24675.55	13155.17	20278.48	29456.19	22331.47	11903.55	108156.53	55178.47	54743.18	62418.9	26042.87	54892.03	63287.99	84633.23	75365.08	71492.04	98971.01	100256.67	130867.83	127689.25
K00098	142	157	53	182	199	51	242	1649	594	0	105	0	35	122	192	75	0	26	166	56	72	0	21	7	95	320	1292	495	1379	1191	1167	0	1952	232	201	187	293	757	910	849	96.33	0	475	513	92	4052	3781	400	507	292	597	181	995	675	0	6	15	28	28	388	8	179	211	181	47	18	260	51	36	0	149	116	0	95	1458	0	202	0	16375	424	629	1556	644	1164	111	360	1388	4.33	254	715	117
K00099	114956.15	75040.81	63281.56	64882.18	61111.55	62800.37	108691.86	68700.42	168690.46	59446.03	66467.37	64470.16	61027.2	60953.96	45395.79	30676.56	40237.92	56938.95	46121.29	44443.02	161297.68	54563.69	70931.4	414039.53	338579.9	374462.81	360873.89	387633.56	389295.63	438660.4	306926.36	174168.3	347482.34	139122.46	193035.98	180430.61	141845.77	312070.97	154586.79	337963.26	182300.35	143598.23	168504.79	167827.21	173005.51	184238.42	64715.45	128867.28	93249.22	121818.8	166526.96	90047	129299.27	152384.44	128635.22	115693.94	133741.49	202726.98	174715.29	146913.48	127112.64	133600.62	158633.76	119019.3	149778.83	183502.3	145760.63	177827.28	165196.25	89594.16	162740.53	253233.55	177624.2	126175.02	137630.61	289612.05	112619.62	137513.09	170872.13	122794.41	123122.77	74242.76	136430.33	215500.49	211603.71	132622.83	123919.89	159556.86	210163.35	231180.61	123064.78
